Date,Department,Expense_Category,Expense_Amount
11-05-2024,Sales,Office Expenses,78850
08-04-2024,Sales,Logistics,13108
09-03-2024,Supply Chain,Office Expenses,138456
29-08-2024,Marketing,Advertising,113809
29-01-2024,Sales,Advertising,94400
05-09-2024,Sales,Office Expenses,188975
17-01-2024,Admin,Salaries,14075
07-06-2024,Supply Chain,Advertising,167463
24-09-2024,Admin,Office Expenses,43966
09-04-2024,Marketing,Logistics,73440
16-12-2024,Admin,Advertising,86474
11-01-2024,Finance,Advertising,135736
06-06-2024,Admin,Office Expenses,162160
23-09-2024,Marketing,Office Expenses,114932
18-09-2024,Supply Chain,Office Expenses,101308
01-07-2024,Admin,Salaries,134552
14-04-2024,Sales,Advertising,137251
06-01-2024,Marketing,Logistics,140030
12-04-2024,Sales,Logistics,72793
18-01-2024,Admin,Trade Promotion,173669
24-12-2024,Supply Chain,Office Expenses,180499
21-10-2024,Supply Chain,Trade Promotion,104195
29-11-2024,Admin,Trade Promotion,196081
22-05-2024,Marketing,Salaries,176444
01-11-2024,Finance,Salaries,162002
29-06-2024,Admin,Office Expenses,67751
15-08-2024,Admin,Office Expenses,177771
27-03-2024,Supply Chain,Office Expenses,2385
05-02-2024,Admin,Logistics,179922
04-08-2024,Admin,Office Expenses,65544
09-01-2024,Supply Chain,Logistics,146609
12-11-2024,Supply Chain,Trade Promotion,50657
10-04-2024,Marketing,Office Expenses,69155
31-05-2024,Sales,Advertising,111105
21-12-2024,Admin,Logistics,112452
07-07-2024,Finance,Office Expenses,144802
19-12-2024,Finance,Logistics,9525
21-07-2024,Admin,Logistics,170623
07-05-2024,Admin,Office Expenses,96585
17-10-2024,Supply Chain,Trade Promotion,170526
08-09-2024,Marketing,Office Expenses,147684
13-12-2024,Marketing,Trade Promotion,82449
14-04-2024,Supply Chain,Trade Promotion,112964
31-01-2024,Finance,Office Expenses,82075
09-04-2024,Sales,Advertising,66385
12-08-2024,Finance,Advertising,141606
22-05-2024,Finance,Trade Promotion,91183
12-07-2024,Sales,Logistics,56286
06-05-2024,Sales,Advertising,129932
24-12-2024,Marketing,Office Expenses,50145
11-09-2024,Sales,Advertising,158986
27-01-2024,Supply Chain,Logistics,96769
23-05-2024,Sales,Advertising,12131
07-03-2024,Finance,Office Expenses,142439
27-01-2024,Supply Chain,Office Expenses,113033
04-07-2024,Sales,Trade Promotion,138129
31-05-2024,Marketing,Salaries,25735
11-03-2024,Marketing,Logistics,129627
23-03-2024,Finance,Advertising,70064
12-05-2024,Admin,Trade Promotion,77049
15-06-2024,Finance,Salaries,117429
02-11-2024,Sales,Salaries,107081
09-07-2024,Finance,Trade Promotion,24252
04-09-2024,Supply Chain,Office Expenses,181170
08-01-2024,Finance,Office Expenses,145269
29-03-2024,Marketing,Logistics,12316
04-10-2024,Supply Chain,Logistics,93986
06-03-2024,Marketing,Office Expenses,100574
16-06-2024,Finance,Logistics,182864
15-02-2024,Sales,Logistics,184306
10-01-2024,Finance,Advertising,141746
03-12-2024,Supply Chain,Logistics,66356
23-04-2024,Marketing,Office Expenses,165584
25-07-2024,Finance,Trade Promotion,38431
22-07-2024,Sales,Salaries,98032
17-12-2024,Sales,Office Expenses,72302
13-07-2024,Admin,Logistics,192685
07-11-2024,Sales,Office Expenses,131822
25-10-2024,Finance,Office Expenses,89586
09-09-2024,Sales,Salaries,60331
11-06-2024,Sales,Logistics,105596
16-11-2024,Supply Chain,Trade Promotion,93260
23-08-2024,Sales,Trade Promotion,138252
24-03-2024,Finance,Advertising,88796
26-07-2024,Sales,Salaries,149459
27-10-2024,Marketing,Office Expenses,19237
04-02-2024,Admin,Salaries,125455
06-02-2024,Admin,Salaries,74303
05-03-2024,Supply Chain,Trade Promotion,123086
06-11-2024,Finance,Salaries,161262
10-06-2024,Finance,Salaries,143152
21-01-2024,Supply Chain,Office Expenses,115268
08-10-2024,Admin,Advertising,38238
14-01-2024,Marketing,Office Expenses,127831
25-05-2024,Admin,Salaries,54623
09-12-2024,Admin,Advertising,100925
04-02-2024,Marketing,Salaries,168660
02-09-2024,Admin,Logistics,95525
26-08-2024,Sales,Logistics,179480
16-01-2024,Finance,Logistics,177066
01-03-2024,Admin,Advertising,52716
24-12-2024,Marketing,Office Expenses,44208
23-12-2024,Finance,Advertising,172737
21-01-2024,Finance,Salaries,197426
26-01-2024,Admin,Office Expenses,164723
23-06-2024,Admin,Trade Promotion,145601
28-10-2024,Admin,Office Expenses,129828
24-12-2024,Supply Chain,Office Expenses,116787
18-01-2024,Finance,Advertising,144307
03-08-2024,Supply Chain,Logistics,31946
23-08-2024,Admin,Advertising,47184
13-12-2024,Marketing,Trade Promotion,164559
02-10-2024,Admin,Logistics,8285
12-04-2024,Admin,Office Expenses,36855
29-08-2024,Sales,Advertising,162558
23-04-2024,Sales,Trade Promotion,162071
06-03-2024,Finance,Advertising,78127
16-08-2024,Finance,Office Expenses,27728
12-06-2024,Finance,Salaries,184537
25-10-2024,Supply Chain,Advertising,26812
10-03-2024,Finance,Advertising,30557
19-08-2024,Sales,Salaries,70668
10-04-2024,Finance,Advertising,191380
17-12-2024,Admin,Trade Promotion,181506
22-09-2024,Sales,Logistics,163614
21-11-2024,Supply Chain,Trade Promotion,72118
21-11-2024,Supply Chain,Salaries,36814
02-02-2024,Finance,Trade Promotion,101909
01-12-2024,Supply Chain,Trade Promotion,91182
22-10-2024,Supply Chain,Office Expenses,182159
01-06-2024,Sales,Salaries,2062
05-12-2024,Finance,Logistics,63658
06-08-2024,Finance,Logistics,95846
28-10-2024,Admin,Advertising,107986
25-11-2024,Finance,Salaries,139416
06-08-2024,Finance,Salaries,98448
24-05-2024,Sales,Logistics,165526
26-03-2024,Admin,Advertising,74156
14-01-2024,Admin,Trade Promotion,156989
22-04-2024,Finance,Logistics,191455
22-08-2024,Marketing,Salaries,75300
05-09-2024,Admin,Logistics,112141
12-03-2024,Finance,Office Expenses,46764
11-10-2024,Finance,Office Expenses,97976
23-10-2024,Sales,Logistics,140858
11-07-2024,Admin,Office Expenses,23422
30-12-2024,Admin,Office Expenses,150770
23-02-2024,Marketing,Logistics,132158
19-07-2024,Finance,Trade Promotion,183937
20-09-2024,Admin,Office Expenses,165317
31-07-2024,Supply Chain,Salaries,4437
20-11-2024,Admin,Salaries,157040
26-12-2024,Finance,Salaries,93885
10-07-2024,Supply Chain,Logistics,36900
28-08-2024,Marketing,Trade Promotion,71548
27-02-2024,Supply Chain,Salaries,91632
10-02-2024,Sales,Advertising,17537
10-02-2024,Supply Chain,Office Expenses,73761
02-08-2024,Supply Chain,Logistics,149986
02-09-2024,Supply Chain,Office Expenses,108598
25-04-2024,Finance,Trade Promotion,127547
05-07-2024,Marketing,Trade Promotion,156045
13-07-2024,Supply Chain,Salaries,62237
23-09-2024,Sales,Advertising,160807
28-01-2024,Admin,Advertising,122563
08-09-2024,Supply Chain,Salaries,113538
25-04-2024,Admin,Logistics,44258
19-07-2024,Admin,Office Expenses,134802
11-08-2024,Admin,Salaries,121320
24-08-2024,Supply Chain,Logistics,113458
28-06-2024,Finance,Trade Promotion,139800
14-03-2024,Supply Chain,Trade Promotion,125372
19-05-2024,Supply Chain,Trade Promotion,77995
20-06-2024,Finance,Logistics,145127
27-05-2024,Marketing,Logistics,46541
07-07-2024,Finance,Office Expenses,128545
19-05-2024,Supply Chain,Trade Promotion,63888
09-01-2024,Supply Chain,Salaries,180419
07-10-2024,Finance,Logistics,12355
21-09-2024,Sales,Advertising,199711
24-08-2024,Finance,Office Expenses,198650
30-12-2024,Admin,Trade Promotion,142080
20-05-2024,Finance,Salaries,181778
14-05-2024,Sales,Office Expenses,194085
19-05-2024,Admin,Trade Promotion,78765
02-08-2024,Supply Chain,Salaries,124154
09-10-2024,Marketing,Logistics,35684
07-08-2024,Finance,Advertising,109370
04-03-2024,Finance,Trade Promotion,17763
07-11-2024,Finance,Office Expenses,183286
16-10-2024,Finance,Office Expenses,53242
24-09-2024,Sales,Salaries,96203
08-03-2024,Admin,Office Expenses,4046
02-10-2024,Sales,Office Expenses,174797
02-04-2024,Marketing,Logistics,137127
22-04-2024,Sales,Trade Promotion,157989
16-07-2024,Finance,Logistics,145735
09-03-2024,Marketing,Office Expenses,171162
03-03-2024,Marketing,Advertising,123113
19-06-2024,Marketing,Trade Promotion,75724
20-12-2024,Supply Chain,Advertising,129942
19-05-2024,Sales,Office Expenses,1570
06-11-2024,Marketing,Trade Promotion,100147
23-12-2024,Admin,Advertising,44968
16-02-2024,Marketing,Advertising,153430
04-08-2024,Admin,Salaries,146500
17-12-2024,Sales,Trade Promotion,135734
25-04-2024,Admin,Advertising,172571
30-04-2024,Sales,Trade Promotion,195844
13-07-2024,Sales,Salaries,142992
03-09-2024,Finance,Trade Promotion,88088
03-03-2024,Finance,Advertising,155272
01-01-2024,Supply Chain,Advertising,150979
06-03-2024,Finance,Salaries,176629
31-08-2024,Admin,Logistics,161800
22-03-2024,Marketing,Office Expenses,164026
15-04-2024,Sales,Office Expenses,179685
15-04-2024,Finance,Advertising,149250
25-03-2024,Sales,Trade Promotion,95810
21-11-2024,Admin,Logistics,87314
04-03-2024,Finance,Salaries,109086
13-07-2024,Finance,Office Expenses,72507
01-11-2024,Marketing,Logistics,101416
18-03-2024,Marketing,Salaries,117317
31-01-2024,Finance,Advertising,98481
16-05-2024,Sales,Salaries,191215
05-03-2024,Admin,Logistics,118385
11-04-2024,Admin,Salaries,62181
01-07-2024,Marketing,Trade Promotion,62872
11-10-2024,Sales,Logistics,47428
04-08-2024,Sales,Office Expenses,170224
08-02-2024,Supply Chain,Office Expenses,182484
03-02-2024,Supply Chain,Advertising,2875
29-05-2024,Supply Chain,Logistics,15299
23-08-2024,Admin,Trade Promotion,7766
24-07-2024,Admin,Office Expenses,183488
27-02-2024,Finance,Trade Promotion,161852
03-03-2024,Finance,Logistics,155508
05-07-2024,Admin,Logistics,72691
11-03-2024,Sales,Trade Promotion,47399
05-05-2024,Sales,Office Expenses,158071
06-01-2024,Marketing,Advertising,72502
05-02-2024,Supply Chain,Office Expenses,93668
14-10-2024,Marketing,Salaries,63292
24-08-2024,Admin,Salaries,17036
10-11-2024,Sales,Logistics,73802
05-08-2024,Sales,Advertising,115939
10-03-2024,Finance,Salaries,184645
03-02-2024,Sales,Trade Promotion,175499
19-06-2024,Admin,Office Expenses,112350
19-02-2024,Supply Chain,Advertising,59942
05-06-2024,Marketing,Advertising,106539
18-09-2024,Sales,Advertising,66581
05-03-2024,Sales,Logistics,48131
23-11-2024,Admin,Logistics,75314
02-06-2024,Admin,Trade Promotion,107299
29-05-2024,Admin,Trade Promotion,169154
18-04-2024,Finance,Logistics,191920
16-01-2024,Sales,Salaries,9586
24-05-2024,Marketing,Office Expenses,123748
23-11-2024,Marketing,Office Expenses,175563
23-04-2024,Marketing,Advertising,26239
05-12-2024,Finance,Trade Promotion,56667
17-04-2024,Supply Chain,Salaries,187344
29-02-2024,Finance,Office Expenses,168608
13-10-2024,Sales,Advertising,137565
28-12-2024,Finance,Advertising,70279
25-01-2024,Admin,Trade Promotion,7337
30-08-2024,Marketing,Office Expenses,108111
16-03-2024,Sales,Office Expenses,59068
05-06-2024,Sales,Salaries,64050
17-11-2024,Sales,Trade Promotion,74388
14-01-2024,Sales,Trade Promotion,134843
01-11-2024,Supply Chain,Logistics,129782
28-03-2024,Finance,Office Expenses,32678
25-01-2024,Sales,Logistics,120162
20-04-2024,Supply Chain,Salaries,197996
24-01-2024,Finance,Advertising,158135
15-09-2024,Finance,Trade Promotion,120929
19-03-2024,Supply Chain,Office Expenses,61995
27-10-2024,Admin,Logistics,81101
25-11-2024,Admin,Advertising,165382
22-10-2024,Sales,Salaries,68193
11-02-2024,Supply Chain,Office Expenses,31014
10-09-2024,Supply Chain,Office Expenses,181925
09-10-2024,Admin,Trade Promotion,122960
06-01-2024,Supply Chain,Trade Promotion,45595
14-06-2024,Supply Chain,Logistics,195525
19-08-2024,Sales,Logistics,34007
15-10-2024,Sales,Salaries,18526
02-09-2024,Supply Chain,Advertising,9646
03-10-2024,Marketing,Salaries,56448
24-04-2024,Marketing,Office Expenses,164021
05-03-2024,Supply Chain,Logistics,34851
19-08-2024,Admin,Salaries,141455
16-03-2024,Sales,Salaries,42640
11-06-2024,Marketing,Trade Promotion,23051
30-05-2024,Sales,Salaries,83106
07-04-2024,Supply Chain,Advertising,15249
07-04-2024,Sales,Salaries,103626
05-04-2024,Marketing,Advertising,172534
26-05-2024,Supply Chain,Advertising,187510
28-07-2024,Supply Chain,Office Expenses,41913
11-09-2024,Supply Chain,Salaries,42532
09-09-2024,Sales,Logistics,35689
18-07-2024,Admin,Office Expenses,187525
22-04-2024,Marketing,Trade Promotion,123359
14-08-2024,Finance,Salaries,12519
21-12-2024,Marketing,Office Expenses,60592
22-04-2024,Marketing,Trade Promotion,192219
25-06-2024,Finance,Office Expenses,130946
15-08-2024,Marketing,Office Expenses,134476
23-12-2024,Supply Chain,Office Expenses,34211
23-02-2024,Supply Chain,Advertising,2316
23-08-2024,Sales,Salaries,36172
18-08-2024,Finance,Trade Promotion,130870
09-02-2024,Supply Chain,Salaries,132529
26-06-2024,Finance,Office Expenses,57707
05-09-2024,Supply Chain,Advertising,71748
17-09-2024,Marketing,Logistics,68973
07-02-2024,Finance,Office Expenses,77490
25-06-2024,Supply Chain,Logistics,167424
30-11-2024,Admin,Advertising,118009
06-11-2024,Finance,Advertising,162228
17-08-2024,Finance,Logistics,161202
06-06-2024,Admin,Advertising,183788
17-11-2024,Finance,Logistics,111596
11-03-2024,Sales,Advertising,30573
08-11-2024,Marketing,Logistics,137331
13-03-2024,Marketing,Logistics,39852
11-10-2024,Supply Chain,Salaries,17512
30-01-2024,Sales,Advertising,30960
29-07-2024,Admin,Salaries,134178
04-10-2024,Admin,Salaries,109675
10-05-2024,Marketing,Logistics,108785
26-02-2024,Admin,Office Expenses,186524
30-01-2024,Marketing,Logistics,118580
22-12-2024,Sales,Advertising,42870
16-01-2024,Sales,Logistics,87811
20-08-2024,Sales,Trade Promotion,142934
29-10-2024,Supply Chain,Advertising,130768
13-12-2024,Admin,Office Expenses,125469
03-06-2024,Supply Chain,Trade Promotion,123741
21-06-2024,Finance,Logistics,187402
10-03-2024,Admin,Logistics,144623
23-12-2024,Finance,Office Expenses,34637
09-07-2024,Sales,Logistics,186834
18-01-2024,Supply Chain,Office Expenses,75645
09-02-2024,Supply Chain,Trade Promotion,125013
20-11-2024,Marketing,Office Expenses,109576
17-05-2024,Sales,Office Expenses,39303
26-03-2024,Marketing,Advertising,104747
20-08-2024,Sales,Salaries,100418
06-10-2024,Marketing,Advertising,105939
26-02-2024,Supply Chain,Salaries,134500
07-01-2024,Supply Chain,Trade Promotion,129977
19-05-2024,Marketing,Trade Promotion,91459
27-07-2024,Marketing,Logistics,192608
21-12-2024,Admin,Advertising,88339
29-02-2024,Supply Chain,Logistics,15827
19-12-2024,Finance,Logistics,30752
03-07-2024,Finance,Salaries,138994
27-05-2024,Sales,Advertising,189404
29-06-2024,Admin,Advertising,184765
19-02-2024,Marketing,Logistics,72808
15-01-2024,Finance,Logistics,115656
19-07-2024,Sales,Logistics,91772
12-03-2024,Supply Chain,Salaries,168290
02-08-2024,Supply Chain,Salaries,140301
14-05-2024,Finance,Office Expenses,16266
15-11-2024,Sales,Trade Promotion,65313
07-08-2024,Supply Chain,Advertising,54565
04-04-2024,Sales,Advertising,65965
13-04-2024,Supply Chain,Trade Promotion,10294
03-03-2024,Supply Chain,Logistics,189311
22-05-2024,Supply Chain,Advertising,174419
04-07-2024,Marketing,Advertising,127704
07-01-2024,Marketing,Logistics,120840
21-08-2024,Sales,Advertising,157248
01-07-2024,Supply Chain,Salaries,149553
01-08-2024,Sales,Trade Promotion,194804
05-09-2024,Finance,Salaries,95143
22-02-2024,Supply Chain,Salaries,86376
29-05-2024,Supply Chain,Advertising,76977
24-12-2024,Sales,Salaries,107337
25-03-2024,Sales,Office Expenses,144843
11-12-2024,Finance,Salaries,171361
15-04-2024,Finance,Advertising,137360
25-11-2024,Sales,Logistics,142860
10-12-2024,Marketing,Logistics,35767
27-09-2024,Admin,Advertising,92718
21-02-2024,Finance,Salaries,59322
20-03-2024,Admin,Trade Promotion,169113
03-09-2024,Finance,Salaries,34690
16-08-2024,Finance,Salaries,179366
14-07-2024,Finance,Trade Promotion,44046
09-09-2024,Finance,Salaries,67696
18-01-2024,Marketing,Salaries,44011
14-04-2024,Marketing,Office Expenses,193520
06-02-2024,Admin,Office Expenses,36145
15-03-2024,Sales,Advertising,6939
18-09-2024,Admin,Salaries,153035
02-02-2024,Marketing,Logistics,150448
05-02-2024,Marketing,Logistics,57128
26-08-2024,Supply Chain,Advertising,175562
04-04-2024,Supply Chain,Office Expenses,28132
28-06-2024,Finance,Advertising,198390
16-05-2024,Supply Chain,Advertising,26570
19-03-2024,Sales,Logistics,186138
11-10-2024,Admin,Office Expenses,5466
11-05-2024,Admin,Office Expenses,53075
03-08-2024,Marketing,Salaries,83434
03-08-2024,Admin,Advertising,87319
17-04-2024,Sales,Salaries,37379
08-07-2024,Supply Chain,Trade Promotion,122649
07-06-2024,Supply Chain,Logistics,167990
14-07-2024,Sales,Trade Promotion,129516
25-12-2024,Supply Chain,Trade Promotion,61534
26-10-2024,Finance,Trade Promotion,118315
02-10-2024,Admin,Office Expenses,62824
06-01-2024,Supply Chain,Salaries,75688
27-10-2024,Admin,Salaries,130849
15-07-2024,Sales,Advertising,14766
28-02-2024,Supply Chain,Advertising,37273
25-07-2024,Finance,Advertising,16626
21-03-2024,Finance,Trade Promotion,117018
30-11-2024,Sales,Logistics,112126
07-10-2024,Finance,Logistics,149865
16-04-2024,Sales,Logistics,170428
27-04-2024,Finance,Salaries,141847
21-05-2024,Supply Chain,Office Expenses,44617
13-12-2024,Admin,Logistics,40274
30-12-2024,Admin,Logistics,149234
10-02-2024,Marketing,Office Expenses,147502
28-06-2024,Admin,Advertising,58244
18-10-2024,Finance,Salaries,118237
26-07-2024,Marketing,Salaries,74625
20-12-2024,Marketing,Office Expenses,21134
23-06-2024,Supply Chain,Trade Promotion,8148
02-10-2024,Supply Chain,Salaries,51791
28-08-2024,Supply Chain,Trade Promotion,35325
12-03-2024,Finance,Advertising,128477
25-04-2024,Finance,Salaries,27734
08-06-2024,Finance,Salaries,150465
28-04-2024,Admin,Advertising,9514
13-05-2024,Sales,Logistics,17577
18-03-2024,Supply Chain,Logistics,99394
10-06-2024,Marketing,Advertising,115659
22-07-2024,Marketing,Office Expenses,124545
03-02-2024,Marketing,Trade Promotion,68146
16-01-2024,Sales,Office Expenses,137676
17-10-2024,Finance,Office Expenses,102139
22-08-2024,Finance,Salaries,7641
09-11-2024,Finance,Trade Promotion,33098
09-10-2024,Marketing,Office Expenses,43702
30-01-2024,Sales,Logistics,197836
15-08-2024,Admin,Office Expenses,14314
17-12-2024,Sales,Logistics,180438
17-02-2024,Sales,Logistics,189257
25-12-2024,Supply Chain,Trade Promotion,70512
27-10-2024,Admin,Salaries,83342
05-12-2024,Sales,Logistics,135319
05-11-2024,Admin,Advertising,87263
