Invoice_Number,Invoice_Date,Customer_Name,Region,Product,Sales_Amount
INV100455,45563,Agarwal Stores,North,Soap 100g,11037
INV100456,45480,Singh Enterprises,East,Toothpaste 150g,34873
INV100457,45483,Verma Traders,East,Soap 100g,19813
INV100458,45360,Agarwal Stores,West,Detergent 1kg,23166
INV100459,45569,Agarwal Stores,South,Toothpaste 150g,22152
INV100460,45640,Verma Traders,West,Toothpaste 150g,19597
INV100461,45538,Sharma Distributors,East,Detergent 1kg,27138
INV100462,45367,Singh Enterprises,North,Shampoo 180ml,44939
INV100463,45445,Singh Enterprises,North,Toothpaste 150g,23471
INV100464,45435,Singh Enterprises,East,Toothpaste 150g,26437
INV100465,45377,Agarwal Stores,West,Toothpaste 150g,28603
INV100466,45476,Sharma Distributors,South,Toothpaste 150g,4700
INV100467,45576,Singh Enterprises,North,Biscuits 200g,27030
INV100468,45511,Verma Traders,West,Shampoo 180ml,3343
INV100469,45360,Singh Enterprises,South,Biscuits 200g,35984
INV100470,45338,Gupta Retailers,East,Biscuits 200g,37602
INV100471,45385,Sharma Distributors,West,Detergent 1kg,7463
INV100472,45529,Gupta Retailers,South,Shampoo 180ml,37985
INV100473,45495,Sharma Distributors,West,Soap 100g,12977
INV100474,45509,Verma Traders,North,Shampoo 180ml,27381
INV100475,45632,Agarwal Stores,East,Soap 100g,41652
INV100476,45330,Agarwal Stores,North,Toothpaste 150g,48946
INV100477,45391,Sharma Distributors,North,Soap 100g,6641
INV100478,45580,Singh Enterprises,West,Soap 100g,23599
INV100479,45545,Gupta Retailers,East,Soap 100g,3936
INV100480,45513,Verma Traders,West,Toothpaste 150g,9089
INV100481,45648,Singh Enterprises,South,Toothpaste 150g,42255
INV100482,45314,Agarwal Stores,East,Biscuits 200g,14879
INV100483,45541,Singh Enterprises,North,Soap 100g,11628
INV100484,45301,Gupta Retailers,North,Shampoo 180ml,28591
INV100485,45537,Agarwal Stores,North,Detergent 1kg,8072
INV100486,45616,Sharma Distributors,West,Biscuits 200g,43975
INV100487,45391,Verma Traders,West,Soap 100g,31701
INV100488,45581,Verma Traders,West,Biscuits 200g,33434
INV100489,45471,Agarwal Stores,East,Soap 100g,41719
INV100490,45514,Sharma Distributors,East,Soap 100g,39567
INV100491,45541,Gupta Retailers,East,Biscuits 200g,39194
INV100492,45438,Verma Traders,East,Soap 100g,19636
INV100493,45387,Agarwal Stores,South,Soap 100g,5435
INV100494,45548,Verma Traders,North,Detergent 1kg,29487
INV100495,45616,Sharma Distributors,West,Shampoo 180ml,11139
INV100496,45295,Gupta Retailers,West,Toothpaste 150g,16422
INV100497,45307,Sharma Distributors,South,Detergent 1kg,45667
INV100498,45571,Singh Enterprises,North,Toothpaste 150g,46112
INV100499,45627,Sharma Distributors,North,Toothpaste 150g,2322
INV100500,45538,Sharma Distributors,South,Shampoo 180ml,17530
INV100501,45549,Verma Traders,East,Detergent 1kg,10104
INV100502,45451,Sharma Distributors,North,Soap 100g,38581
INV100503,45631,Agarwal Stores,East,Shampoo 180ml,42268
INV100504,45443,Verma Traders,South,Soap 100g,8163
INV100505,45469,Verma Traders,West,Soap 100g,47208
INV100506,45454,Singh Enterprises,West,Soap 100g,34871
INV100507,45324,Agarwal Stores,West,Soap 100g,36093
INV100508,45470,Sharma Distributors,West,Detergent 1kg,22614
INV100509,45392,Singh Enterprises,North,Toothpaste 150g,11572
INV100510,45559,Agarwal Stores,East,Toothpaste 150g,16118
INV100511,45614,Singh Enterprises,West,Detergent 1kg,18334
INV100512,45356,Gupta Retailers,West,Toothpaste 150g,39821
INV100513,45459,Sharma Distributors,West,Shampoo 180ml,1604
INV100514,45621,Singh Enterprises,South,Soap 100g,15341
INV100515,45334,Gupta Retailers,North,Soap 100g,6673
INV100516,45335,Sharma Distributors,South,Soap 100g,1339
INV100517,45576,Singh Enterprises,East,Biscuits 200g,37734
INV100518,45303,Singh Enterprises,West,Shampoo 180ml,38637
INV100519,45386,Singh Enterprises,North,Biscuits 200g,43238
INV100520,45593,Singh Enterprises,North,Detergent 1kg,47557
INV100521,45544,Verma Traders,North,Biscuits 200g,33291
INV100522,45533,Singh Enterprises,South,Toothpaste 150g,28487
INV100523,45326,Verma Traders,South,Toothpaste 150g,24935
INV100524,45506,Verma Traders,South,Shampoo 180ml,48408
INV100525,45628,Gupta Retailers,South,Biscuits 200g,8952
INV100526,45381,Sharma Distributors,East,Biscuits 200g,29079
INV100527,45555,Verma Traders,West,Soap 100g,3275
INV100528,45384,Agarwal Stores,West,Shampoo 180ml,13288
INV100529,45381,Verma Traders,South,Soap 100g,6570
INV100530,45406,Agarwal Stores,South,Shampoo 180ml,42023
INV100531,45396,Gupta Retailers,South,Shampoo 180ml,15765
INV100532,45487,Agarwal Stores,East,Biscuits 200g,3809
INV100533,45605,Gupta Retailers,East,Soap 100g,38391
INV100534,45405,Gupta Retailers,North,Detergent 1kg,43500
INV100535,45366,Gupta Retailers,West,Soap 100g,39769
INV100536,45508,Agarwal Stores,South,Detergent 1kg,44219
INV100537,45568,Agarwal Stores,North,Toothpaste 150g,22044
INV100538,45540,Gupta Retailers,West,Shampoo 180ml,27619
INV100539,45455,Gupta Retailers,North,Soap 100g,7068
INV100540,45648,Sharma Distributors,East,Shampoo 180ml,6378
INV100541,45483,Gupta Retailers,East,Soap 100g,32786
INV100542,45518,Singh Enterprises,North,Toothpaste 150g,37458
INV100543,45468,Sharma Distributors,North,Soap 100g,21039
INV100544,45390,Sharma Distributors,West,Toothpaste 150g,1958
INV100545,45327,Sharma Distributors,South,Shampoo 180ml,4379
INV100546,45387,Singh Enterprises,West,Biscuits 200g,26554
INV100547,45443,Sharma Distributors,West,Detergent 1kg,49676
INV100548,45442,Sharma Distributors,East,Shampoo 180ml,11448
INV100549,45481,Agarwal Stores,East,Biscuits 200g,11568
INV100550,45515,Agarwal Stores,North,Shampoo 180ml,49639
INV100551,45328,Gupta Retailers,East,Shampoo 180ml,44346
INV100552,45559,Gupta Retailers,West,Soap 100g,41369
INV100553,45474,Verma Traders,North,Toothpaste 150g,13149
INV100554,45304,Singh Enterprises,North,Toothpaste 150g,45547
INV100555,45570,Agarwal Stores,East,Soap 100g,46368
INV100556,45508,Gupta Retailers,South,Soap 100g,14513
INV100557,45646,Singh Enterprises,East,Shampoo 180ml,1575
INV100558,45652,Sharma Distributors,North,Toothpaste 150g,33451
INV100559,45577,Singh Enterprises,North,Shampoo 180ml,28294
INV100560,45564,Agarwal Stores,South,Biscuits 200g,41583
INV100561,45353,Verma Traders,West,Biscuits 200g,28985
INV100562,45375,Agarwal Stores,North,Soap 100g,43177
INV100563,45508,Gupta Retailers,South,Toothpaste 150g,22615
INV100564,45633,Gupta Retailers,West,Biscuits 200g,33167
INV100565,45478,Singh Enterprises,East,Toothpaste 150g,42926
INV100566,45310,Agarwal Stores,South,Toothpaste 150g,42289
INV100567,45468,Gupta Retailers,West,Detergent 1kg,39589
INV100568,45391,Sharma Distributors,North,Biscuits 200g,5629
INV100569,45524,Sharma Distributors,North,Biscuits 200g,13974
INV100570,45367,Verma Traders,South,Shampoo 180ml,46347
INV100571,45556,Singh Enterprises,East,Shampoo 180ml,3174
INV100572,45575,Gupta Retailers,South,Toothpaste 150g,46908
INV100573,45497,Verma Traders,North,Soap 100g,46933
INV100574,45514,Sharma Distributors,West,Shampoo 180ml,33986
INV100575,45343,Verma Traders,East,Shampoo 180ml,41550
INV100576,45630,Verma Traders,West,Toothpaste 150g,47950
INV100577,45435,Gupta Retailers,South,Biscuits 200g,35954
INV100578,45360,Gupta Retailers,South,Shampoo 180ml,736
INV100579,45390,Gupta Retailers,West,Soap 100g,40974
INV100580,45316,Singh Enterprises,West,Toothpaste 150g,45188
INV100581,45344,Verma Traders,West,Biscuits 200g,22915
INV100582,45442,Verma Traders,South,Detergent 1kg,9174
INV100583,45435,Singh Enterprises,West,Soap 100g,10381
INV100584,45348,Sharma Distributors,North,Biscuits 200g,38699
INV100585,45330,Agarwal Stores,West,Toothpaste 150g,2769
INV100586,45400,Sharma Distributors,North,Detergent 1kg,10205
INV100587,45472,Singh Enterprises,North,Soap 100g,49221
INV100588,45333,Verma Traders,West,Shampoo 180ml,3791
INV100589,45477,Verma Traders,East,Shampoo 180ml,40693
INV100590,45514,Gupta Retailers,East,Soap 100g,30151
INV100591,45413,Gupta Retailers,East,Shampoo 180ml,32145
INV100592,45424,Verma Traders,North,Toothpaste 150g,35644
INV100593,45454,Verma Traders,East,Soap 100g,47462
INV100594,45506,Gupta Retailers,East,Soap 100g,42803
INV100595,45512,Gupta Retailers,West,Shampoo 180ml,24116
INV100596,45526,Sharma Distributors,South,Soap 100g,42126
INV100597,45622,Verma Traders,North,Detergent 1kg,3708
INV100598,45437,Verma Traders,South,Soap 100g,44487
INV100599,45530,Singh Enterprises,North,Shampoo 180ml,21146
INV100600,45367,Sharma Distributors,North,Shampoo 180ml,12950
INV100601,45300,Agarwal Stores,East,Shampoo 180ml,23700
INV100602,45365,Agarwal Stores,West,Shampoo 180ml,12160
INV100603,45544,Agarwal Stores,South,Toothpaste 150g,9537
INV100604,45521,Gupta Retailers,South,Shampoo 180ml,28584
INV100605,45298,Agarwal Stores,East,Detergent 1kg,17908
INV100606,45465,Singh Enterprises,South,Soap 100g,35493
INV100607,45432,Gupta Retailers,South,Biscuits 200g,16698
INV100608,45459,Gupta Retailers,North,Biscuits 200g,37282
INV100609,45461,Agarwal Stores,West,Toothpaste 150g,45012
INV100610,45574,Gupta Retailers,West,Biscuits 200g,3561
INV100611,45413,Sharma Distributors,South,Shampoo 180ml,17754
INV100612,45485,Sharma Distributors,South,Biscuits 200g,35559
INV100613,45296,Agarwal Stores,North,Detergent 1kg,1191
INV100614,45320,Singh Enterprises,East,Shampoo 180ml,48744
INV100615,45456,Gupta Retailers,North,Biscuits 200g,10063
INV100616,45630,Verma Traders,East,Shampoo 180ml,42599
INV100617,45427,Agarwal Stores,East,Toothpaste 150g,37835
INV100618,45656,Gupta Retailers,North,Detergent 1kg,18498
INV100619,45612,Agarwal Stores,West,Soap 100g,11342
INV100620,45633,Agarwal Stores,North,Shampoo 180ml,48154
INV100621,45436,Singh Enterprises,East,Detergent 1kg,46513
INV100622,45618,Verma Traders,West,Toothpaste 150g,28989
INV100623,45508,Gupta Retailers,West,Toothpaste 150g,4799
INV100624,45592,Agarwal Stores,North,Detergent 1kg,5788
INV100625,45423,Agarwal Stores,West,Biscuits 200g,31376
INV100626,45583,Gupta Retailers,West,Detergent 1kg,14523
INV100627,45361,Agarwal Stores,North,Biscuits 200g,36285
INV100628,45543,Agarwal Stores,South,Biscuits 200g,1404
INV100629,45566,Agarwal Stores,West,Detergent 1kg,17373
INV100630,45655,Sharma Distributors,North,Toothpaste 150g,27629
INV100631,45473,Sharma Distributors,North,Soap 100g,4354
INV100632,45458,Verma Traders,South,Soap 100g,4599
INV100633,45382,Singh Enterprises,West,Detergent 1kg,15496
INV100634,45493,Gupta Retailers,East,Shampoo 180ml,45114
INV100635,45637,Singh Enterprises,East,Detergent 1kg,33187
INV100636,45310,Singh Enterprises,West,Soap 100g,1403
INV100637,45330,Sharma Distributors,West,Detergent 1kg,21537
INV100638,45417,Verma Traders,North,Toothpaste 150g,19655
INV100639,45464,Singh Enterprises,North,Soap 100g,47226
INV100640,45432,Singh Enterprises,East,Soap 100g,13921
INV100641,45533,Agarwal Stores,West,Soap 100g,38585
INV100642,45511,Gupta Retailers,North,Toothpaste 150g,13180
INV100643,45417,Verma Traders,East,Soap 100g,44481
INV100644,45349,Gupta Retailers,East,Shampoo 180ml,31651
INV100645,45439,Sharma Distributors,South,Soap 100g,2599
INV100646,45608,Singh Enterprises,West,Detergent 1kg,38800
INV100647,45652,Singh Enterprises,South,Shampoo 180ml,32402
INV100648,45292,Gupta Retailers,North,Biscuits 200g,44875
INV100649,45639,Sharma Distributors,North,Soap 100g,3634
INV100650,45481,Agarwal Stores,East,Biscuits 200g,20107
INV100651,45482,Agarwal Stores,North,Biscuits 200g,13987
INV100652,45603,Singh Enterprises,South,Toothpaste 150g,45334
INV100653,45408,Singh Enterprises,West,Detergent 1kg,47465
INV100654,45425,Verma Traders,East,Detergent 1kg,34828
INV100655,45349,Gupta Retailers,East,Biscuits 200g,45739
INV100656,45335,Singh Enterprises,North,Toothpaste 150g,27482
INV100657,45464,Sharma Distributors,East,Shampoo 180ml,48874
INV100658,45451,Gupta Retailers,East,Soap 100g,31752
INV100659,45464,Verma Traders,West,Shampoo 180ml,38518
INV100660,45608,Agarwal Stores,East,Soap 100g,1533
INV100661,45594,Verma Traders,West,Biscuits 200g,43685
INV100662,45440,Gupta Retailers,South,Toothpaste 150g,1218
INV100663,45371,Agarwal Stores,East,Toothpaste 150g,22851
INV100664,45504,Sharma Distributors,South,Detergent 1kg,4319
INV100665,45494,Agarwal Stores,West,Detergent 1kg,49012
INV100666,45543,Agarwal Stores,East,Shampoo 180ml,6306
INV100667,45520,Sharma Distributors,North,Detergent 1kg,48877
INV100668,45455,Singh Enterprises,North,Soap 100g,15914
INV100669,45518,Singh Enterprises,East,Toothpaste 150g,1467
INV100670,45438,Agarwal Stores,West,Toothpaste 150g,39683
INV100671,45311,Agarwal Stores,North,Biscuits 200g,39971
INV100672,45338,Verma Traders,South,Biscuits 200g,18198
INV100673,45524,Singh Enterprises,West,Shampoo 180ml,43439
INV100674,45596,Sharma Distributors,West,Biscuits 200g,44353
INV100675,45305,Agarwal Stores,East,Soap 100g,8284
INV100676,45434,Agarwal Stores,South,Detergent 1kg,30542
INV100677,45292,Verma Traders,West,Detergent 1kg,19359
INV100678,45345,Verma Traders,East,Shampoo 180ml,11683
INV100679,45550,Verma Traders,South,Detergent 1kg,30580
INV100680,45435,Gupta Retailers,West,Toothpaste 150g,2398
INV100681,45303,Sharma Distributors,North,Detergent 1kg,21329
INV100682,45621,Gupta Retailers,South,Biscuits 200g,21490
INV100683,45515,Agarwal Stores,West,Toothpaste 150g,33149
INV100684,45563,Verma Traders,South,Biscuits 200g,19282
INV100685,45649,Verma Traders,North,Biscuits 200g,18431
INV100686,45447,Verma Traders,West,Shampoo 180ml,15382
INV100687,45299,Singh Enterprises,North,Shampoo 180ml,21205
INV100688,45413,Sharma Distributors,East,Toothpaste 150g,42138
INV100689,45639,Gupta Retailers,East,Detergent 1kg,28787
INV100690,45455,Sharma Distributors,West,Soap 100g,36691
INV100691,45381,Verma Traders,West,Detergent 1kg,19647
INV100692,45427,Agarwal Stores,South,Toothpaste 150g,19360
INV100693,45477,Singh Enterprises,West,Soap 100g,31115
INV100694,45607,Sharma Distributors,East,Biscuits 200g,48519
INV100695,45469,Agarwal Stores,West,Biscuits 200g,9161
INV100696,45319,Verma Traders,South,Soap 100g,17406
INV100697,45511,Verma Traders,East,Biscuits 200g,36623
INV100698,45648,Verma Traders,West,Detergent 1kg,25056
INV100699,45332,Verma Traders,North,Shampoo 180ml,1243
INV100700,45519,Singh Enterprises,North,Detergent 1kg,33287
INV100701,45483,Singh Enterprises,North,Biscuits 200g,8632
INV100702,45436,Sharma Distributors,North,Shampoo 180ml,30950
INV100703,45492,Verma Traders,South,Detergent 1kg,8626
INV100704,45503,Singh Enterprises,North,Biscuits 200g,16231
INV100705,45511,Agarwal Stores,North,Detergent 1kg,7981
INV100706,45531,Singh Enterprises,West,Biscuits 200g,46363
INV100707,45337,Singh Enterprises,North,Toothpaste 150g,15689
INV100708,45326,Sharma Distributors,North,Soap 100g,38808
INV100709,45544,Singh Enterprises,West,Biscuits 200g,47347
INV100710,45373,Agarwal Stores,East,Detergent 1kg,11740
INV100711,45547,Verma Traders,South,Biscuits 200g,48016
INV100712,45488,Gupta Retailers,South,Biscuits 200g,10815
INV100713,45594,Sharma Distributors,East,Detergent 1kg,22352
INV100714,45301,Agarwal Stores,West,Detergent 1kg,18569
INV100715,45603,Sharma Distributors,East,Shampoo 180ml,6060
INV100716,45577,Verma Traders,South,Biscuits 200g,5705
INV100717,45533,Singh Enterprises,South,Toothpaste 150g,42054
INV100718,45542,Singh Enterprises,East,Soap 100g,1980
INV100719,45656,Agarwal Stores,North,Biscuits 200g,29501
INV100720,45296,Verma Traders,South,Detergent 1kg,48710
INV100721,45410,Gupta Retailers,East,Shampoo 180ml,41049
INV100722,45580,Gupta Retailers,North,Biscuits 200g,30716
INV100723,45356,Singh Enterprises,North,Toothpaste 150g,48422
INV100724,45437,Verma Traders,West,Detergent 1kg,43023
INV100725,45515,Verma Traders,East,Toothpaste 150g,41681
INV100726,45530,Agarwal Stores,South,Toothpaste 150g,16069
INV100727,45468,Gupta Retailers,West,Soap 100g,15373
INV100728,45558,Agarwal Stores,South,Soap 100g,29318
INV100729,45632,Sharma Distributors,North,Biscuits 200g,37207
INV100730,45573,Verma Traders,East,Soap 100g,4663
INV100731,45354,Gupta Retailers,North,Biscuits 200g,35620
INV100732,45508,Agarwal Stores,North,Biscuits 200g,21005
INV100733,45633,Singh Enterprises,North,Detergent 1kg,35104
INV100734,45606,Sharma Distributors,East,Detergent 1kg,49974
INV100735,45574,Agarwal Stores,West,Shampoo 180ml,19560
INV100736,45468,Singh Enterprises,South,Soap 100g,32343
INV100737,45389,Gupta Retailers,North,Shampoo 180ml,49274
INV100738,45396,Gupta Retailers,South,Toothpaste 150g,16637
INV100739,45390,Sharma Distributors,South,Biscuits 200g,5088
INV100740,45602,Singh Enterprises,West,Biscuits 200g,37047
INV100741,45297,Verma Traders,East,Detergent 1kg,23689
INV100742,45488,Gupta Retailers,South,Toothpaste 150g,44497
INV100743,45642,Verma Traders,West,Biscuits 200g,24521
INV100744,45424,Verma Traders,South,Biscuits 200g,24872
INV100745,45649,Agarwal Stores,North,Toothpaste 150g,10768
INV100746,45550,Agarwal Stores,West,Toothpaste 150g,10622
INV100747,45314,Gupta Retailers,East,Biscuits 200g,34418
INV100748,45344,Verma Traders,East,Toothpaste 150g,38578
INV100749,45456,Agarwal Stores,North,Soap 100g,46531
INV100750,45493,Singh Enterprises,North,Toothpaste 150g,16560
INV100751,45374,Singh Enterprises,South,Shampoo 180ml,20779
INV100752,45436,Singh Enterprises,West,Shampoo 180ml,15980
INV100753,45376,Singh Enterprises,West,Biscuits 200g,1759
INV100754,45369,Verma Traders,West,Biscuits 200g,32044
INV100755,45292,Singh Enterprises,West,Detergent 1kg,27001
INV100756,45342,Verma Traders,South,Toothpaste 150g,32280
INV100757,45464,Gupta Retailers,West,Shampoo 180ml,36608
INV100758,45496,Gupta Retailers,West,Detergent 1kg,26324
INV100759,45551,Singh Enterprises,East,Biscuits 200g,47078
INV100760,45579,Singh Enterprises,East,Soap 100g,1979
INV100761,45325,Singh Enterprises,South,Toothpaste 150g,15539
INV100762,45639,Gupta Retailers,North,Detergent 1kg,23967
INV100763,45386,Agarwal Stores,East,Soap 100g,36827
INV100764,45363,Gupta Retailers,North,Biscuits 200g,29665
INV100765,45330,Singh Enterprises,South,Shampoo 180ml,45402
INV100766,45445,Agarwal Stores,East,Detergent 1kg,4229
INV100767,45541,Agarwal Stores,East,Detergent 1kg,18025
INV100768,45453,Sharma Distributors,South,Biscuits 200g,24979
