Invoice_Number,Customer,Invoice_Date,Due_Date,Invoice_Amount,Payment_Status
INV100391,Sharma Distributors,14-10-2024,28-11-2024,39731,Paid
INV100392,Sharma Distributors,02-08-2024,17-08-2024,20383,Paid
INV100393,Singh Enterprises,07-12-2024,22-12-2024,44693,Paid
INV100394,Gupta Retailers,20-02-2024,05-04-2024,36851,Paid
INV100395,Sharma Distributors,01-06-2024,16-07-2024,48882,Paid
INV100396,Verma Traders,04-07-2024,19-07-2024,38865,Unpaid
INV100397,Gupta Retailers,03-03-2024,17-04-2024,1964,Paid
INV100398,Singh Enterprises,08-07-2024,22-08-2024,38032,Paid
INV100399,Agarwal Stores,04-05-2024,03-06-2024,46744,Unpaid
INV100400,Singh Enterprises,29-05-2024,28-07-2024,37087,Unpaid
INV100401,Singh Enterprises,09-11-2024,24-12-2024,33612,Paid
INV100402,Gupta Retailers,27-02-2024,28-03-2024,10807,Paid
INV100403,Gupta Retailers,07-12-2024,22-12-2024,31025,Paid
INV100404,Verma Traders,31-10-2024,30-12-2024,42484,Unpaid
INV100405,Verma Traders,28-06-2024,13-07-2024,47291,Paid
INV100406,Gupta Retailers,18-06-2024,02-08-2024,4200,Unpaid
INV100407,Gupta Retailers,21-11-2024,20-01-2025,36775,Paid
INV100408,Gupta Retailers,27-09-2024,26-11-2024,8492,Paid
INV100409,Agarwal Stores,23-02-2024,23-04-2024,9013,Paid
INV100410,Singh Enterprises,10-04-2024,10-05-2024,7492,Unpaid
INV100411,Verma Traders,20-09-2024,04-11-2024,28124,Unpaid
INV100412,Verma Traders,22-02-2024,07-04-2024,46896,Paid
INV100413,Sharma Distributors,29-02-2024,30-03-2024,37159,Unpaid
INV100414,Agarwal Stores,17-04-2024,17-05-2024,22366,Paid
INV100415,Gupta Retailers,05-01-2024,20-01-2024,22564,Paid
INV100416,Gupta Retailers,12-04-2024,27-04-2024,21514,Unpaid
INV100417,Agarwal Stores,14-07-2024,12-09-2024,7368,Paid
INV100418,Verma Traders,18-09-2024,17-11-2024,48336,Paid
INV100419,Gupta Retailers,30-12-2024,13-02-2025,47928,Paid
INV100420,Sharma Distributors,15-12-2024,13-02-2025,13811,Paid
INV100421,Verma Traders,16-02-2024,16-04-2024,34989,Unpaid
INV100422,Singh Enterprises,20-12-2024,19-01-2025,3836,Unpaid
INV100423,Agarwal Stores,06-11-2024,05-01-2025,8890,Paid
INV100424,Verma Traders,03-11-2024,18-11-2024,11845,Unpaid
INV100425,Singh Enterprises,23-05-2024,22-07-2024,45634,Partially Paid
INV100426,Sharma Distributors,25-09-2024,24-11-2024,35245,Paid
INV100427,Agarwal Stores,03-05-2024,17-06-2024,15564,Paid
INV100428,Gupta Retailers,15-04-2024,30-05-2024,49827,Paid
INV100429,Gupta Retailers,06-06-2024,21-07-2024,11075,Paid
INV100430,Singh Enterprises,26-05-2024,25-06-2024,45488,Paid
INV100431,Verma Traders,24-05-2024,08-06-2024,42183,Paid
INV100432,Sharma Distributors,29-04-2024,14-05-2024,11232,Paid
INV100433,Singh Enterprises,14-11-2024,14-12-2024,39448,Paid
INV100434,Sharma Distributors,01-10-2024,16-10-2024,6613,Unpaid
INV100435,Sharma Distributors,01-04-2024,16-04-2024,19046,Partially Paid
INV100436,Sharma Distributors,27-02-2024,13-03-2024,13816,Unpaid
INV100437,Agarwal Stores,11-12-2024,10-01-2025,32148,Unpaid
INV100438,Singh Enterprises,16-08-2024,31-08-2024,2996,Unpaid
INV100439,Agarwal Stores,26-04-2024,25-06-2024,10013,Partially Paid
INV100440,Verma Traders,13-11-2024,13-12-2024,3887,Paid
INV100441,Verma Traders,05-10-2024,04-11-2024,2880,Unpaid
INV100442,Gupta Retailers,06-05-2024,05-07-2024,12782,Paid
INV100443,Gupta Retailers,08-05-2024,07-07-2024,16470,Unpaid
INV100444,Gupta Retailers,27-02-2024,27-04-2024,6533,Paid
INV100445,Verma Traders,01-05-2024,15-06-2024,30311,Paid
INV100446,Sharma Distributors,01-01-2024,16-01-2024,38000,Unpaid
INV100447,Sharma Distributors,26-08-2024,25-09-2024,12766,Unpaid
INV100448,Singh Enterprises,16-10-2024,15-11-2024,17829,Paid
INV100449,Verma Traders,05-04-2024,20-05-2024,28769,Partially Paid
INV100450,Gupta Retailers,05-05-2024,20-05-2024,36030,Unpaid
INV100451,Verma Traders,27-04-2024,12-05-2024,2304,Paid
INV100452,Sharma Distributors,17-02-2024,18-03-2024,27102,Unpaid
INV100453,Sharma Distributors,29-03-2024,13-04-2024,19218,Paid
INV100454,Agarwal Stores,24-08-2024,23-10-2024,17370,Paid
INV100455,Agarwal Stores,28-09-2024,13-10-2024,11037,Unpaid
INV100456,Singh Enterprises,07-07-2024,22-07-2024,34873,Partially Paid
INV100457,Verma Traders,10-07-2024,09-08-2024,19813,Paid
INV100458,Agarwal Stores,09-03-2024,08-04-2024,23166,Paid
INV100459,Agarwal Stores,04-10-2024,03-12-2024,22152,Unpaid
INV100460,Verma Traders,14-12-2024,29-12-2024,19597,Unpaid
INV100461,Sharma Distributors,03-09-2024,02-11-2024,27138,Paid
INV100462,Singh Enterprises,16-03-2024,31-03-2024,44939,Paid
INV100463,Singh Enterprises,02-06-2024,17-06-2024,23471,Unpaid
INV100464,Singh Enterprises,23-05-2024,22-07-2024,26437,Partially Paid
INV100465,Agarwal Stores,26-03-2024,25-04-2024,28603,Paid
INV100466,Sharma Distributors,03-07-2024,17-08-2024,4700,Unpaid
INV100467,Singh Enterprises,11-10-2024,26-10-2024,27030,Paid
INV100468,Verma Traders,07-08-2024,06-10-2024,3343,Unpaid
INV100469,Singh Enterprises,09-03-2024,23-04-2024,35984,Unpaid
INV100470,Gupta Retailers,16-02-2024,02-03-2024,37602,Partially Paid
INV100471,Sharma Distributors,03-04-2024,18-04-2024,7463,Paid
INV100472,Gupta Retailers,25-08-2024,09-09-2024,37985,Paid
INV100473,Sharma Distributors,22-07-2024,05-09-2024,12977,Unpaid
INV100474,Verma Traders,05-08-2024,04-10-2024,27381,Partially Paid
INV100475,Agarwal Stores,06-12-2024,05-01-2025,41652,Unpaid
INV100476,Agarwal Stores,08-02-2024,09-03-2024,48946,Paid
INV100477,Sharma Distributors,09-04-2024,09-05-2024,6641,Unpaid
INV100478,Singh Enterprises,15-10-2024,29-11-2024,23599,Unpaid
INV100479,Gupta Retailers,10-09-2024,10-10-2024,3936,Paid
INV100480,Verma Traders,09-08-2024,24-08-2024,9089,Paid
INV100481,Singh Enterprises,22-12-2024,20-02-2025,42255,Unpaid
INV100482,Agarwal Stores,23-01-2024,07-02-2024,14879,Unpaid
INV100483,Singh Enterprises,06-09-2024,21-10-2024,11628,Unpaid
INV100484,Gupta Retailers,10-01-2024,09-02-2024,28591,Paid
INV100485,Agarwal Stores,02-09-2024,02-10-2024,8072,Paid
INV100486,Sharma Distributors,20-11-2024,04-01-2025,43975,Paid
INV100487,Verma Traders,09-04-2024,08-06-2024,31701,Paid
INV100488,Verma Traders,16-10-2024,31-10-2024,33434,Partially Paid
INV100489,Agarwal Stores,28-06-2024,12-08-2024,41719,Paid
INV100490,Sharma Distributors,10-08-2024,25-08-2024,39567,Paid
INV100491,Gupta Retailers,06-09-2024,21-09-2024,39194,Unpaid
INV100492,Verma Traders,26-05-2024,10-06-2024,19636,Paid
INV100493,Agarwal Stores,05-04-2024,20-04-2024,5435,Paid
INV100494,Verma Traders,13-09-2024,13-10-2024,29487,Paid
INV100495,Sharma Distributors,20-11-2024,19-01-2025,11139,Paid
INV100496,Gupta Retailers,04-01-2024,03-02-2024,16422,Paid
INV100497,Sharma Distributors,16-01-2024,01-03-2024,45667,Paid
INV100498,Singh Enterprises,06-10-2024,20-11-2024,46112,Paid
INV100499,Sharma Distributors,01-12-2024,31-12-2024,2322,Paid
INV100500,Sharma Distributors,03-09-2024,18-09-2024,17530,Paid
INV100501,Verma Traders,14-09-2024,14-10-2024,10104,Unpaid
INV100502,Sharma Distributors,08-06-2024,07-08-2024,38581,Paid
INV100503,Agarwal Stores,05-12-2024,19-01-2025,42268,Unpaid
INV100504,Verma Traders,31-05-2024,15-06-2024,8163,Unpaid
INV100505,Verma Traders,26-06-2024,26-07-2024,47208,Unpaid
INV100506,Singh Enterprises,11-06-2024,11-07-2024,34871,Unpaid
INV100507,Agarwal Stores,02-02-2024,17-02-2024,36093,Paid
INV100508,Sharma Distributors,27-06-2024,12-07-2024,22614,Paid
INV100509,Singh Enterprises,10-04-2024,25-05-2024,11572,Paid
INV100510,Agarwal Stores,24-09-2024,08-11-2024,16118,Unpaid
INV100511,Singh Enterprises,18-11-2024,02-01-2025,18334,Paid
INV100512,Gupta Retailers,05-03-2024,20-03-2024,39821,Unpaid
INV100513,Sharma Distributors,16-06-2024,31-07-2024,1604,Paid
INV100514,Singh Enterprises,25-11-2024,25-12-2024,15341,Unpaid
INV100515,Gupta Retailers,12-02-2024,12-04-2024,6673,Paid
INV100516,Sharma Distributors,13-02-2024,29-03-2024,1339,Paid
INV100517,Singh Enterprises,11-10-2024,10-11-2024,37734,Paid
INV100518,Singh Enterprises,12-01-2024,12-03-2024,38637,Paid
INV100519,Singh Enterprises,04-04-2024,04-05-2024,43238,Unpaid
INV100520,Singh Enterprises,28-10-2024,27-12-2024,47557,Unpaid
INV100521,Verma Traders,09-09-2024,24-09-2024,33291,Unpaid
INV100522,Singh Enterprises,29-08-2024,28-09-2024,28487,Partially Paid
INV100523,Verma Traders,04-02-2024,19-02-2024,24935,Paid
INV100524,Verma Traders,02-08-2024,17-08-2024,48408,Paid
INV100525,Gupta Retailers,02-12-2024,01-01-2025,8952,Unpaid
INV100526,Sharma Distributors,30-03-2024,14-04-2024,29079,Partially Paid
INV100527,Verma Traders,20-09-2024,20-10-2024,3275,Unpaid
INV100528,Agarwal Stores,02-04-2024,02-05-2024,13288,Partially Paid
INV100529,Verma Traders,30-03-2024,14-05-2024,6570,Unpaid
INV100530,Agarwal Stores,24-04-2024,23-06-2024,42023,Unpaid
INV100531,Gupta Retailers,14-04-2024,14-05-2024,15765,Unpaid
INV100532,Agarwal Stores,14-07-2024,13-08-2024,3809,Unpaid
INV100533,Gupta Retailers,09-11-2024,08-01-2025,38391,Paid
INV100534,Gupta Retailers,23-04-2024,08-05-2024,43500,Paid
INV100535,Gupta Retailers,15-03-2024,30-03-2024,39769,Unpaid
INV100536,Agarwal Stores,04-08-2024,19-08-2024,44219,Partially Paid
INV100537,Agarwal Stores,03-10-2024,18-10-2024,22044,Paid
INV100538,Gupta Retailers,05-09-2024,20-09-2024,27619,Unpaid
INV100539,Gupta Retailers,12-06-2024,12-07-2024,7068,Paid
INV100540,Sharma Distributors,22-12-2024,05-02-2025,6378,Paid
INV100541,Gupta Retailers,10-07-2024,24-08-2024,32786,Paid
INV100542,Singh Enterprises,14-08-2024,28-09-2024,37458,Unpaid
INV100543,Sharma Distributors,25-06-2024,10-07-2024,21039,Partially Paid
INV100544,Sharma Distributors,08-04-2024,07-06-2024,1958,Paid
INV100545,Sharma Distributors,05-02-2024,05-04-2024,4379,Paid
INV100546,Singh Enterprises,05-04-2024,20-05-2024,26554,Paid
INV100547,Sharma Distributors,31-05-2024,30-06-2024,49676,Unpaid
INV100548,Sharma Distributors,30-05-2024,14-06-2024,11448,Paid
INV100549,Agarwal Stores,08-07-2024,07-08-2024,11568,Unpaid
INV100550,Agarwal Stores,11-08-2024,25-09-2024,49639,Unpaid
INV100551,Gupta Retailers,06-02-2024,06-04-2024,44346,Paid
INV100552,Gupta Retailers,24-09-2024,24-10-2024,41369,Paid
INV100553,Verma Traders,01-07-2024,31-07-2024,13149,Paid
INV100554,Singh Enterprises,13-01-2024,28-01-2024,45547,Partially Paid
INV100555,Agarwal Stores,05-10-2024,04-12-2024,46368,Paid
INV100556,Gupta Retailers,04-08-2024,03-10-2024,14513,Paid
INV100557,Singh Enterprises,20-12-2024,04-01-2025,1575,Unpaid
INV100558,Sharma Distributors,26-12-2024,09-02-2025,33451,Unpaid
INV100559,Singh Enterprises,12-10-2024,26-11-2024,28294,Unpaid
INV100560,Agarwal Stores,29-09-2024,28-11-2024,41583,Partially Paid
INV100561,Verma Traders,02-03-2024,01-04-2024,28985,Partially Paid
INV100562,Agarwal Stores,24-03-2024,23-04-2024,43177,Unpaid
INV100563,Gupta Retailers,04-08-2024,03-09-2024,22615,Paid
INV100564,Gupta Retailers,07-12-2024,05-02-2025,33167,Paid
INV100565,Singh Enterprises,05-07-2024,20-07-2024,42926,Unpaid
INV100566,Agarwal Stores,19-01-2024,04-03-2024,42289,Paid
INV100567,Gupta Retailers,25-06-2024,10-07-2024,39589,Unpaid
INV100568,Sharma Distributors,09-04-2024,09-05-2024,5629,Paid
INV100569,Sharma Distributors,20-08-2024,04-10-2024,13974,Paid
INV100570,Verma Traders,16-03-2024,15-05-2024,46347,Paid
INV100571,Singh Enterprises,21-09-2024,06-10-2024,3174,Paid
INV100572,Gupta Retailers,10-10-2024,24-11-2024,46908,Unpaid
INV100573,Verma Traders,24-07-2024,22-09-2024,46933,Paid
INV100574,Sharma Distributors,10-08-2024,25-08-2024,33986,Unpaid
INV100575,Verma Traders,21-02-2024,06-04-2024,41550,Paid
INV100576,Verma Traders,04-12-2024,19-12-2024,47950,Unpaid
INV100577,Gupta Retailers,23-05-2024,07-07-2024,35954,Paid
INV100578,Gupta Retailers,09-03-2024,23-04-2024,736,Paid
INV100579,Gupta Retailers,08-04-2024,23-05-2024,40974,Paid
INV100580,Singh Enterprises,25-01-2024,10-03-2024,45188,Paid
INV100581,Verma Traders,22-02-2024,22-04-2024,22915,Paid
INV100582,Verma Traders,30-05-2024,29-06-2024,9174,Unpaid
INV100583,Singh Enterprises,23-05-2024,22-06-2024,10381,Paid
INV100584,Sharma Distributors,26-02-2024,27-03-2024,38699,Unpaid
INV100585,Agarwal Stores,08-02-2024,23-02-2024,2769,Paid
INV100586,Sharma Distributors,18-04-2024,03-05-2024,10205,Paid
INV100587,Singh Enterprises,29-06-2024,28-08-2024,49221,Paid
INV100588,Verma Traders,11-02-2024,27-03-2024,3791,Unpaid
INV100589,Verma Traders,04-07-2024,18-08-2024,40693,Paid
INV100590,Gupta Retailers,10-08-2024,09-10-2024,30151,Unpaid
INV100591,Gupta Retailers,01-05-2024,31-05-2024,32145,Paid
INV100592,Verma Traders,12-05-2024,11-07-2024,35644,Paid
INV100593,Verma Traders,11-06-2024,11-07-2024,47462,Unpaid
INV100594,Gupta Retailers,02-08-2024,16-09-2024,42803,Paid
INV100595,Gupta Retailers,08-08-2024,23-08-2024,24116,Partially Paid
INV100596,Sharma Distributors,22-08-2024,06-09-2024,42126,Paid
INV100597,Verma Traders,26-11-2024,10-01-2025,3708,Partially Paid
INV100598,Verma Traders,25-05-2024,24-07-2024,44487,Paid
INV100599,Singh Enterprises,26-08-2024,25-10-2024,21146,Paid
INV100600,Sharma Distributors,16-03-2024,30-04-2024,12950,Paid
INV100601,Agarwal Stores,09-01-2024,23-02-2024,23700,Paid
INV100602,Agarwal Stores,14-03-2024,13-04-2024,12160,Paid
INV100603,Agarwal Stores,09-09-2024,24-09-2024,9537,Paid
INV100604,Gupta Retailers,17-08-2024,16-10-2024,28584,Paid
INV100605,Agarwal Stores,07-01-2024,06-02-2024,17908,Unpaid
INV100606,Singh Enterprises,22-06-2024,22-07-2024,35493,Unpaid
INV100607,Gupta Retailers,20-05-2024,19-06-2024,16698,Unpaid
INV100608,Gupta Retailers,16-06-2024,31-07-2024,37282,Unpaid
INV100609,Agarwal Stores,18-06-2024,02-08-2024,45012,Unpaid
INV100610,Gupta Retailers,09-10-2024,24-10-2024,3561,Partially Paid
INV100611,Sharma Distributors,01-05-2024,15-06-2024,17754,Paid
INV100612,Sharma Distributors,12-07-2024,10-09-2024,35559,Unpaid
INV100613,Agarwal Stores,05-01-2024,20-01-2024,1191,Unpaid
INV100614,Singh Enterprises,29-01-2024,13-02-2024,48744,Paid
INV100615,Gupta Retailers,13-06-2024,28-07-2024,10063,Paid
INV100616,Verma Traders,04-12-2024,18-01-2025,42599,Paid
INV100617,Agarwal Stores,15-05-2024,14-06-2024,37835,Unpaid
INV100618,Gupta Retailers,30-12-2024,29-01-2025,18498,Paid
INV100619,Agarwal Stores,16-11-2024,01-12-2024,11342,Unpaid
INV100620,Agarwal Stores,07-12-2024,06-01-2025,48154,Unpaid
INV100621,Singh Enterprises,24-05-2024,08-06-2024,46513,Paid
INV100622,Verma Traders,22-11-2024,21-01-2025,28989,Paid
INV100623,Gupta Retailers,04-08-2024,03-09-2024,4799,Paid
INV100624,Agarwal Stores,27-10-2024,11-11-2024,5788,Paid
INV100625,Agarwal Stores,11-05-2024,10-07-2024,31376,Paid
INV100626,Gupta Retailers,18-10-2024,17-12-2024,14523,Paid
INV100627,Agarwal Stores,10-03-2024,09-04-2024,36285,Paid
INV100628,Agarwal Stores,08-09-2024,23-10-2024,1404,Paid
INV100629,Agarwal Stores,01-10-2024,30-11-2024,17373,Paid
INV100630,Sharma Distributors,29-12-2024,28-01-2025,27629,Unpaid
INV100631,Sharma Distributors,30-06-2024,30-07-2024,4354,Paid
INV100632,Verma Traders,15-06-2024,30-06-2024,4599,Unpaid
INV100633,Singh Enterprises,31-03-2024,30-04-2024,15496,Paid
INV100634,Gupta Retailers,20-07-2024,19-08-2024,45114,Paid
INV100635,Singh Enterprises,11-12-2024,26-12-2024,33187,Unpaid
INV100636,Singh Enterprises,19-01-2024,03-02-2024,1403,Paid
INV100637,Sharma Distributors,08-02-2024,23-02-2024,21537,Partially Paid
INV100638,Verma Traders,05-05-2024,04-07-2024,19655,Paid
INV100639,Singh Enterprises,21-06-2024,06-07-2024,47226,Paid
INV100640,Singh Enterprises,20-05-2024,19-07-2024,13921,Unpaid
INV100641,Agarwal Stores,29-08-2024,13-10-2024,38585,Unpaid
INV100642,Gupta Retailers,07-08-2024,06-10-2024,13180,Unpaid
INV100643,Verma Traders,05-05-2024,20-05-2024,44481,Paid
INV100644,Gupta Retailers,27-02-2024,13-03-2024,31651,Paid
INV100645,Sharma Distributors,27-05-2024,11-07-2024,2599,Paid
INV100646,Singh Enterprises,12-11-2024,27-11-2024,38800,Paid
INV100647,Singh Enterprises,26-12-2024,10-01-2025,32402,Paid
INV100648,Gupta Retailers,01-01-2024,15-02-2024,44875,Paid
INV100649,Sharma Distributors,13-12-2024,12-01-2025,3634,Paid
INV100650,Agarwal Stores,08-07-2024,22-08-2024,20107,Paid
INV100651,Agarwal Stores,09-07-2024,07-09-2024,13987,Unpaid
INV100652,Singh Enterprises,07-11-2024,06-01-2025,45334,Paid
INV100653,Singh Enterprises,26-04-2024,10-06-2024,47465,Unpaid
INV100654,Verma Traders,13-05-2024,27-06-2024,34828,Unpaid
INV100655,Gupta Retailers,27-02-2024,12-04-2024,45739,Paid
INV100656,Singh Enterprises,13-02-2024,13-04-2024,27482,Paid
INV100657,Sharma Distributors,21-06-2024,05-08-2024,48874,Paid
INV100658,Gupta Retailers,08-06-2024,07-08-2024,31752,Paid
INV100659,Verma Traders,21-06-2024,20-08-2024,38518,Paid
INV100660,Agarwal Stores,12-11-2024,11-01-2025,1533,Unpaid
INV100661,Verma Traders,29-10-2024,28-11-2024,43685,Paid
INV100662,Gupta Retailers,28-05-2024,12-06-2024,1218,Paid
INV100663,Agarwal Stores,20-03-2024,04-05-2024,22851,Partially Paid
INV100664,Sharma Distributors,31-07-2024,15-08-2024,4319,Paid
INV100665,Agarwal Stores,21-07-2024,05-08-2024,49012,Paid
INV100666,Agarwal Stores,08-09-2024,07-11-2024,6306,Unpaid
INV100667,Sharma Distributors,16-08-2024,31-08-2024,48877,Paid
INV100668,Singh Enterprises,12-06-2024,27-07-2024,15914,Unpaid
INV100669,Singh Enterprises,14-08-2024,28-09-2024,1467,Partially Paid
INV100670,Agarwal Stores,26-05-2024,10-06-2024,39683,Unpaid
INV100671,Agarwal Stores,20-01-2024,04-02-2024,39971,Unpaid
INV100672,Verma Traders,16-02-2024,01-04-2024,18198,Unpaid
INV100673,Singh Enterprises,20-08-2024,04-09-2024,43439,Paid
INV100674,Sharma Distributors,31-10-2024,15-12-2024,44353,Paid
INV100675,Agarwal Stores,14-01-2024,13-02-2024,8284,Paid
INV100676,Agarwal Stores,22-05-2024,06-07-2024,30542,Partially Paid
INV100677,Verma Traders,01-01-2024,31-01-2024,19359,Paid
INV100678,Verma Traders,23-02-2024,24-03-2024,11683,Paid
INV100679,Verma Traders,15-09-2024,30-09-2024,30580,Unpaid
INV100680,Gupta Retailers,23-05-2024,22-07-2024,2398,Paid
INV100681,Sharma Distributors,12-01-2024,12-03-2024,21329,Paid
INV100682,Gupta Retailers,25-11-2024,10-12-2024,21490,Unpaid
INV100683,Agarwal Stores,11-08-2024,10-10-2024,33149,Unpaid
INV100684,Verma Traders,28-09-2024,13-10-2024,19282,Partially Paid
INV100685,Verma Traders,23-12-2024,07-01-2025,18431,Unpaid
INV100686,Verma Traders,04-06-2024,04-07-2024,15382,Unpaid
INV100687,Singh Enterprises,08-01-2024,08-03-2024,21205,Partially Paid
INV100688,Sharma Distributors,01-05-2024,30-06-2024,42138,Paid
INV100689,Gupta Retailers,13-12-2024,27-01-2025,28787,Partially Paid
INV100690,Sharma Distributors,12-06-2024,27-06-2024,36691,Paid
INV100691,Verma Traders,30-03-2024,29-04-2024,19647,Paid
INV100692,Agarwal Stores,15-05-2024,14-06-2024,19360,Unpaid
INV100693,Singh Enterprises,04-07-2024,03-08-2024,31115,Unpaid
INV100694,Sharma Distributors,11-11-2024,11-12-2024,48519,Paid
INV100695,Agarwal Stores,26-06-2024,10-08-2024,9161,Paid
INV100696,Verma Traders,28-01-2024,28-03-2024,17406,Unpaid
INV100697,Verma Traders,07-08-2024,06-10-2024,36623,Unpaid
INV100698,Verma Traders,22-12-2024,20-02-2025,25056,Unpaid
INV100699,Verma Traders,10-02-2024,11-03-2024,1243,Paid
INV100700,Singh Enterprises,15-08-2024,14-10-2024,33287,Partially Paid
INV100701,Singh Enterprises,10-07-2024,24-08-2024,8632,Unpaid
INV100702,Sharma Distributors,24-05-2024,23-06-2024,30950,Paid
INV100703,Verma Traders,19-07-2024,03-08-2024,8626,Paid
INV100704,Singh Enterprises,30-07-2024,29-08-2024,16231,Paid
INV100705,Agarwal Stores,07-08-2024,21-09-2024,7981,Paid
INV100706,Singh Enterprises,27-08-2024,11-09-2024,46363,Paid
INV100707,Singh Enterprises,15-02-2024,15-04-2024,15689,Unpaid
INV100708,Sharma Distributors,04-02-2024,05-03-2024,38808,Unpaid
INV100709,Singh Enterprises,09-09-2024,08-11-2024,47347,Unpaid
INV100710,Agarwal Stores,22-03-2024,06-04-2024,11740,Paid
INV100711,Verma Traders,12-09-2024,27-10-2024,48016,Unpaid
INV100712,Gupta Retailers,15-07-2024,30-07-2024,10815,Paid
INV100713,Sharma Distributors,29-10-2024,28-12-2024,22352,Unpaid
INV100714,Agarwal Stores,10-01-2024,25-01-2024,18569,Partially Paid
INV100715,Sharma Distributors,07-11-2024,06-01-2025,6060,Paid
INV100716,Verma Traders,12-10-2024,11-12-2024,5705,Paid
INV100717,Singh Enterprises,29-08-2024,28-10-2024,42054,Paid
INV100718,Singh Enterprises,07-09-2024,07-10-2024,1980,Paid
INV100719,Agarwal Stores,30-12-2024,28-02-2025,29501,Unpaid
INV100720,Verma Traders,05-01-2024,05-03-2024,48710,Unpaid
INV100721,Gupta Retailers,28-04-2024,28-05-2024,41049,Paid
INV100722,Gupta Retailers,15-10-2024,14-11-2024,30716,Unpaid
INV100723,Singh Enterprises,05-03-2024,04-04-2024,48422,Paid
